V2.3,UID,Old Input tester,Input to test,Input to Entity Under Test,Output,Pattern name,Type,Message Under Test,Test Name,Description,Entity under test,Input for generated MR: message to handle,Input for generated MR: Oracle,Requirement,Requirement Source,Profile,Cases,Related to,Type MIG,Severity,Reasons  for chosen Severity,Reference OAuch,Reference OpenID Connect Conformance Profiles v3.0,Reference spid-cie-oidc-django unit test,Reference Test MIG for CIE Core Web,Reference IPZS Test plan document,Reference spid-oidc-check-op,Note,Has Reference,Checked,Divider,Implementation dependent,Session in spid-oidc-cie-django,"Stato del test [E= Eseguito, N= Non eseguito, ND= Non definito, ToDo= Da Eseguire]",Motivazione,Spid-cie-oidc-django result,"Versione Django Feb,21 2024 - 87467470e7c491e91d0e6bb95ada85ec6f71ca77",Test,Django v2.2
x,ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-type,AA's Entity Configuration,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the trust_marks parameter present in the payload is a JSON Array, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the entity configuration contain a correct trust_marks parameter,"To accomplish this test, the Entity configuration is taken, the payload is decoded (Base64 encoding) and the type of the trust_marks parameter is checked. It must be an array",ALL,,"Entity Configuration response | body | [^\r\n]* | payload |  | {""type"": ""object"", ""properties"": {""trust_marks"": {""type"": ""object"", ""additionalProperties"": {""type"": ""array""}}}, ""required"": [""trust_marks""]}",Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,"Conditional FED, IT",ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-value,AA's Entity Configuration,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the trust_marks parameter present in the payload MUST contain id (string) AND trust_mark (JWT), not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the entity configuration contain a correct trust_marks parameter value,"To accomplish this test, the Entity configuration is taken, the payload is decoded (Base64 encoding) and the type of the trust_marks parameter is checked. It MUST contain id (string) AND trust_mark (JWT).",ALL,,"Entity Configuration response | body | [^\r\n]* | payload |  | {""type"": ""object"",""properties"": {""trust_marks"": {""type"": ""array"",""items"": {""type"": ""object"",""properties"": {""id"": {""type"": ""string""},""trust_mark"": {""type"": ""string"",""pattern"": ""^[A-Za-z0-9-_=]+\\.[A-Za-z0-9-_=]+\\.[A-Za-z0-9-_.+/=]*$""}},""required"": [""id"",""trust_mark""],""additionalProperties"": true}}},""required"": [""trust_marks""]}",Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,"Conditional FED, IT",ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-signature,AA's Entity Configuration,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the signature of the trust_marks in the entity configuration is valid, not compliant otherwise",nested JWT signature check,Correct Input,Entity Configuration response,Does the entity configuration contain a correctly signed trust_marks,"To accomplish this test, the Entity configuration is taken. The three parts of the JWT (header, payload and signature) composing the trust marks are base64url decoded. Finally, the signature is validated passing the public key (n, e of jwks parameter), the JWS Signature (received signature base64url decoded) and the JWS signing input (header and payload base64url encoded and concatenated with a dot dividing them) to a signature verifier.",ALL,,Entity Configuration response | body | [^\r\n]* | payload | trust_marks | trust_mark | X_key_ALL,Leaf and intermediate entities' Entity Configuration must have the 'authority_hints' and 'trust_marks' parameters,SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-foglia-e-intermediari,OIDC Federation,"Conditional FED, IT",ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-wrong_signature,Entity Configuration response containing a trust mark with wrong signature,Entity Configuration response,Entity Configuration response containing a trust mark with wrong signature,"Compliant if the response is an HTTP 302 error and because of unauthorized_client, not compliant otherwise",/ manual: check signature,Wrong Input,Entity Configuration response,Does the OP validate the signature of the RP Trust Marks,"In order to verify if the OP validates the trust chain, the signature of the trust marks in the RP's Entity Configuration must be wrong. If the OP validates the request anyway, than it is not checking the Trust Mark signature and it is not compliant with the specifications",ALL,,,The Entity Configuration is send with a wrong signature,SPID_CIE_OIDC#Metadata-Retrieval-OP; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/trust_negotiation.html#openid-provider,OIDC Federation,"Conditional FED, IT",ALL-Entity Configuration response-BODY-PAYLOAD-trust_marks-presence,Active,H,An inaccurate signature poses challenges in maintaining confidentiality and integrity.,,,,,,,Signature JWT Response (correct check-no) but the JWT is nested,FALSE,,,yes,s1,E,Problema implementazione,F,F,failed,[SAME] Ritorna 200
x,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-openid_relying_party-value,Entity's Entity Configuration's metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', not compliant otherwise",JWT parameter not in,Wrong Input,Entity Configuration response,Does the metadata parameter contain only one 'openid_relying_party',"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",ALL,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata | openid_relying_party.*(\n.*)+""openid_relying_party""","Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-presence,Passive,M,Presence of wrong parameter,,,,,,,,FALSE,,,yes,s1,,,,P,passed,
x,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-openid_provider-value,Entity's Entity Configuration's metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', not compliant otherwise",JWT parameter not in,Wrong Input,Entity Configuration response,Does the metadata parameter contain only one 'openid_provider',"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",ALL,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata | openid_provider.*(\n.*)+""openid_provider""","Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-presence,Passive,M,Presence of wrong parameter,,,,,,,,FALSE,,,yes,s1,,,,P,passed,
x,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-federation_entity-value,Entity's Entity Configuration's metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', not compliant otherwise",JWT parameter not in,Wrong Input,Entity Configuration response,Does the metadata parameter contain only one 'federation_entity',"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",ALL,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata | federation_entity.*(\n.*)+""federation_entity""","Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-presence,Passive,M,Presence of wrong parameter,,,,,,,,FALSE,,,yes,s1,,,,P,passed,
x,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-oauth_authorization_server-value,Entity's Entity Configuration's metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', not compliant otherwise",JWT parameter not in,Wrong Input,Entity Configuration response,Does the metadata parameter contain only one 'oauth_authorization_server',"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",ALL,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata | oauth_authorization_server.*(\n.*)+""oauth_authorization_server""","Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-presence,Passive,M,Presence of wrong parameter,,,,,,,,FALSE,,,yes,s1,,,,P,passed,
x,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-oauth_resource-value,Entity's Entity Configuration's metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if each key in metadata is present only once and is a value between 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource', not compliant otherwise",JWT parameter not in,Wrong Input,Entity Configuration response,Does the metadata parameter contain only one  'oauth_resource',"To accomplish this test, the Entity configuration of the interested entity is taken, the payload is decoded (Base64 encoding) and the metadata parameter is analyzed. This must be a JSON object with each key representing a type of metadata. These types cannot be repeated and must be a value among the following: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",ALL,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata | oauth_resource.*(\n.*)+""oauth_resource""","Allowed metadata types are: 'openid_relying_party', 'openid_provider', 'federation_entity', 'oauth_authorization_server', 'oauth_resource'",SPID_CIE_OIDC#Entity-Configuration; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/entity_configuration.html#entity-configuration-claim-comuni,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-presence,Passive,M,Presence of wrong parameter,,,,,,,,FALSE,,,yes,s1,,,,P,passed,
x,ALL-Entity Configuration response-BODY-PAYLOAD-metadata-organization_name-presence,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the organization_name claim is present, not compliant otherwise",JWT parameter JSON presence,Correct Input,Entity Configuration response,Does the metadata contain the organization_name claim,In this test the metadata in the Entity Configuration are taken and the presence of the organization_name claim in the 'federation_entity' entity type is checked.,ALL,,Entity Configuration response | body | [^\r\n]* | payload | metadata.federation_entity.organization_name,The Metadata of type 'federation_entity' MUST contain organization_name,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata_specific-value,Passive,M,Missing parameter,,,,,,1.3.28,"external tests from spid-oidc-check-op have an implementation issue: in those tests the presence of the claims is directly in the ""Metadata"" parameter of the document. In CIE federation instead, in the metadata paramter there are two subclaims ( ""federation_entity"" and ""openid_relying_party"") and the claims that the tests checks are in the ""federation_entity"" subclaim. (For details see coverage.md)",TRUE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
